id,problemText,input,output
579,"There is a programing contest named SnakeUp, 2n people want to compete for it.       In order to attend this contest, people need to form teams of       exactly two people. You are given the strength of each possible       combination of two people. All the values of the strengths are         distinct. Every contestant hopes that he can find a teammate so that their       team’s strength is as high as possible. That is, a contestant will       form a team with highest strength possible by choosing a teammate       from ones who are willing to be a teammate with him/her. More       formally, two people  A and  B may form a team if each of them is the best       possible teammate (among the contestants that remain unpaired) for       the other one.  Can you determine who will be each person’s teammate?","There are 2n lines in the       input.  The first line contains an integer  n (1 ≤ n ≤ 400) — the number of teams       to be formed. The  i-th line ( i > 1) contains  i - 1 numbers  a  i1,  a  i2, ... ,  a  i(i - 1). Here  a  ij (1 ≤ a  ij ≤ 106,       all  a  ij are distinct) denotes the strength of a       team consisting of person  i and person  j (people are numbered starting from 1.)",Output a line containing 2n       numbers. The  i-th number should represent the number of       teammate of  i-th person.,"In the first sample, contestant 1       and 2 will be teammates and so do       contestant 3 and 4, so the teammate of contestant 1, 2, 3, 4 will be         2, 1, 4, 3 respectively."
580,"Kefa wants to celebrate his first big salary by going to       restaurant. However, he needs company.  Kefa has  n friends, each friend will agree to go to the       restaurant if Kefa asks. Each friend is characterized by the       amount of money he has and the friendship factor in respect to       Kefa. The parrot doesn't want any friend to feel poor compared to       somebody else in the company (Kefa doesn't count). A friend feels       poor if in the company there is someone who has at least  d units of money more than he does. Also, Kefa       wants the total friendship factor of the members of the company to       be maximum. Help him invite an optimal company!","The first line of the input contains two space-separated       integers,  n and  d (1 ≤ n ≤ 105, )       — the number of Kefa's friends and the minimum difference between       the amount of money in order to feel poor, respectively. Next  n lines contain the descriptions of Kefa's       friends, the (i + 1)-th line       contains the description of the  i-th friend of type  m  i,  s  i (0 ≤ m  i, s  i ≤ 109) —       the amount of money and the friendship factor, respectively. ",Print the maximum total friendship factir that can be reached.,In the first sample test the most profitable strategy is to form       a company from only the second friend. At all other variants the       total degree of friendship will be worse. In the second sample test we can take all the friends.
581,"The capital of Berland has  n multifloor buildings. The architect who built up       the capital was very creative, so all the houses were built in one row. Let's enumerate all the houses from left to right, starting with       one. A house is considered to be luxurious if the number of floors       in it is strictly greater than in all the houses with larger       numbers. In other words, a house is luxurious if the number of       floors in it is strictly greater than in all the houses, which are       located to the right from it. In this task it is assumed that the       heights of floors in the houses are the same. The new architect is interested in  n questions,  i-th of them is about the following: ""how       many floors should be added to the  i-th house to make it luxurious?"" (for all          i from 1 to  n, inclusive). You need to help him cope with this task. Note that all these questions are independent from each other —       the answer to the question for house  i does not affect other answers (i.e., the floors       to the houses are not actually added).","The first line of the input contains a single number  n (1 ≤ n ≤ 105) — the number of houses in the       capital of Berland. The second line contains  n space-separated positive integers  h  i (1 ≤ h  i ≤ 109),       where  h  i equals the number of floors in the  i-th house. ","Print  n integers  a 1, a 2, ..., a  n, where number  a  i is the number of floors that need to be       added to the house number  i to make it luxurious. If the house is already       luxurious and nothing needs to be added to it, then  a  i should be equal to zero. All houses are numbered from left to right, starting from one.",
582,"You are given an array of positive integers  a 1, a 2, ..., a  n × T of length  n × T. We know that for any  i > n it is true that  a  i = a  i - n. Find the length of the       longest non-decreasing sequence of the given array.","The first line contains two space-separated integers:  n,  T (1 ≤ n ≤ 100, 1 ≤ T ≤ 107). The second line contains          n space-separated integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 300).",Print a single number — the length of a sought sequence.,"The array given in the sample looks like that: 3, 1, 4, 2, 3, 1, 4, 2, 3, 1, 4, 2. The elements in bold form       the largest non-decreasing subsequence. "
583,"Robot Doc is located in the hall, with  n computers stand in a line, numbered from left to       right from 1 to  n. Each computer contains exactly one piece of       information, each of which Doc wants to get eventually. The       computers are equipped with a security system, so to crack the          i-th of them, the robot needs to collect at least          a  i any pieces of information from the other       computers. Doc can hack the computer only if he is right next to it. The robot is assembled using modern technologies and can move       along the line of computers in either of the two possible       directions, but the change of direction requires a large amount of       resources from Doc. Tell the minimum number of changes of       direction, which the robot will have to make to collect all  n parts of information if initially it is next to       computer with number 1.  It is guaranteed that there       exists at least one sequence of the robot's actions, which leads       to the collection of all information. Initially Doc doesn't have       any pieces of information.","The first line contains number  n (1 ≤ n ≤ 1000). The second line       contains  n non-negative integers  a 1, a 2, ..., a  n (0 ≤ a  i < n), separated by a space. It       is guaranteed that there exists a way for robot to collect all       pieces of the information.",Print a single number — the minimum number of changes in       direction that the robot will have to make in order to collect all          n parts of information.,"In the first sample you can assemble all the pieces of       information in the optimal manner by assembling first the piece of       information in the first computer, then in the third one, then       change direction and move to the second one, and then, having 2       pieces of information, collect the last piece. In the second sample to collect all the pieces of information in       the optimal manner, Doc can go to the fourth computer and get the       piece of information, then go to the fifth computer with one piece       and get another one, then go to the second computer in the same       manner, then to the third one and finally, to the first one.       Changes of direction will take place before moving from the fifth       to the second computer, then from the second to the third       computer, then from the third to the first computer. In the third sample the optimal order of collecting parts from       computers can look like that: 1->3->4->6->2->5->7."
584,"Kolya loves putting gnomes at the circle table and giving them       coins, and Tanya loves studying triplets of gnomes, sitting in the       vertexes of an equilateral triangle. More formally, there are 3n       gnomes sitting in a circle. Each gnome can have from 1 to 3       coins. Let's number the places in the order they occur in the       circle by numbers from 0 to 3n - 1, let the gnome sitting on       the  i-th place have  a  i coins. If there is an integer  i (0 ≤ i < n) such that          a  i + a  i + n + a  i + 2n ≠ 6, then Tanya is       satisfied.  Count the number of ways to choose  a  i so that Tanya is satisfied. As there can       be many ways of distributing coins, print the remainder of this       number modulo 109 + 7. Two ways,  a and  b, are considered distinct if there is index  i (0 ≤ i < 3n), such that          a  i ≠ b  i (that is, some gnome got different       number of coins in these two ways).",A single line contains number  n (1 ≤ n ≤ 105) — the number of the gnomes       divided by three.,Print a single number — the remainder of the number of variants       of distributing coins that satisfy Tanya modulo 109 + 7.," 20 ways for  n = 1 (gnome with index 0 sits on the top of the triangle, gnome         1 on the right vertex, gnome 2 on the left vertex):  "
585,"The mobile application store has a new game called ""Subway Roller"". The protagonist of the game Philip is located in one end of the       tunnel and wants to get out of the other one. The tunnel is a       rectangular field consisting of three rows and  n columns. At the beginning of the game the hero       is in some cell of the leftmost column. Some number of trains       rides towards the hero. Each train consists of two or more       neighbouring cells in some row of the field. All trains are moving from right to left at a speed of two cells       per second, and the hero runs from left to right at the speed of       one cell per second. For simplicity, the game is implemented so       that the hero and the trains move in turns. First, the hero moves       one cell to the right, then one square up or down, or stays idle.       Then all the trains move twice simultaneously one cell to the       left. Thus, in one move, Philip definitely makes a move to the       right and can move up or down. If at any point, Philip is in the       same cell with a train, he loses. If the train reaches the left       column, it continues to move as before, leaving the tunnel. Your task is to answer the question whether there is a sequence       of movements of Philip, such that he would be able to get to the       rightmost column.","Each test contains from one to ten sets of the input data. The       first line of the test contains a single integer  t (1 ≤ t ≤ 10       for pretests and tests or  t = 1 for hacks; see the Notes section for       details) — the number of sets. Then follows the description of  t sets of the input data.  The first line of the description of each set contains two       integers  n, k (2 ≤ n ≤ 100, 1 ≤ k ≤ 26) —       the number of columns on the field and the number of trains. Each       of the following three lines contains the sequence of  n character, representing the row of the field       where the game is on. Philip's initial position is marked as         's', he is in the       leftmost column. Each of the  k trains is marked by some sequence of identical       uppercase letters of the English alphabet, located in one line.       Distinct trains are represented by distinct letters. Character         '.' represents an empty       cell, that is, the cell that doesn't contain either Philip or the trains.","For each set of the input data print on a single line word YES, if it is possible to win the       game and word NO otherwise.","In the first set of the input of the first sample Philip must       first go forward and go down to the third row of the field, then       go only forward, then go forward and climb to the second row, go       forward again and go up to the first row. After that way no train       blocks Philip's path, so he can go straight to the end of the tunnel. Note that in this problem the challenges are restricted to tests       that contain only one testset."
586,"A little boy Laurenty has been playing his favourite game Nota for quite a while and is now       very hungry. The boy wants to make sausage and cheese sandwiches,       but first, he needs to buy a sausage and some cheese. The town where Laurenty lives in is not large. The houses in it       are located in two rows,  n houses in each row. Laurenty lives in the very       last house of the second row. The only shop in town is placed in       the first house of the first row. The first and second rows are separated with the main avenue of       the city. The adjacent houses of one row are separated by streets. Each crosswalk of a street or an avenue has some traffic lights.       In order to cross the street, you need to press a button on the       traffic light, wait for a while for the green light and cross the       street. Different traffic lights can have different waiting time. The traffic light on the crosswalk from the  j-th house of the  i-th row to the (j + 1)-th house of the same row       has waiting time equal to  a  ij (1 ≤ i ≤ 2, 1 ≤ j ≤ n - 1).       For the traffic light on the crossing from the  j-th house of one row to the  j-th house of another row the waiting time equals          b  j (1 ≤ j ≤ n). The city doesn't       have any other crossings. The boy wants to get to the store, buy the products and go back.       The main avenue of the city is wide enough, so the boy wants to       cross it exactly once on       the way to the store and exactly       once on the way back home. The boy would get bored if he       had to walk the same way again, so he wants the way home to be       different from the way to the store in at least one crossing. Help Laurenty determine the minimum total time he needs to wait       at the crossroads.",The first line of the input contains integer  n (2 ≤ n ≤ 50) — the number of houses       in each row.  Each of the next two lines contains  n - 1 space-separated integer — values  a  ij (1 ≤ a  ij ≤ 100).  The last line contains  n space-separated integers  b  j (1 ≤ b  j ≤ 100).,"Print a single integer — the least total time Laurenty needs to       wait at the crossroads, given that he crosses the avenue only once       both on his way to the store and on his way back home.","The first sample is shown on the figure above.  In the second sample, Laurenty's path can look as follows:  In the last sample Laurenty visits all the crossings, so the       answer is 4."
587,"While Duff was resting in the beach, she accidentally found a       strange array  b 0, b 1, ..., b  l - 1 consisting of  l positive integers. This array was strange       because it was extremely long, but there was another (maybe       shorter) array,  a 0, ..., a  n - 1 that  b can be build from  a with formula:  b  i = a  i mod n where  a mod b denoted the remainder of       dividing  a by  b. Duff is so curious, she wants to know the number of subsequences       of  b like  b  i 1, b  i 2, ..., b  i  x (0 ≤ i 1 < i 2 < ... < i  x < l), such that:  Since this number can be very large, she want to know it modulo         109 + 7. Duff is not a programmer, and Malek is unavailable at the moment.       So she asked for your help. Please tell her this number.","The first line of input contains three integers,  n, l and  k (1 ≤ n, k,  n × k ≤ 106       and 1 ≤ l ≤ 1018). The second line contains  n space separated integers,  a 0, a 1, ..., a  n - 1 (1 ≤ a  i ≤ 109 for       each 0 ≤ i ≤ n - 1). ",Print the answer modulo 1 000 000 007 in one line.,"In the first sample case, .       So all such sequences are: ,         ,         ,         ,         ,         ,         ,         ,                and ."
588,"Duff is in love with lovely numbers! A positive integer  x is called lovely if and only if there is no       such positive integer  a > 1 such that  a 2 is a divisor of  x. Malek has a number store! In his store, he has only divisors of       positive integer  n (and he has all of them). As a birthday present,       Malek wants to give her a lovely number from his store. He       wants this number to be as big as possible. Malek always had issues in math, so he asked for your help.       Please tell him what is the biggest lovely number in his store.","The first and only line of input contains one integer,  n (1 ≤ n ≤ 1012).",Print the answer in one line.,"In first sample case, there are numbers 1, 2, 5 and 10 in the       shop. 10 isn't divisible by any perfect square, so 10 is lovely. In second sample case, there are numbers 1, 2, 3, 4, 6 and 12 in       the shop. 12 is divisible by 4 = 22, so 12 is not lovely, while 6 is indeed lovely."
589,"Duff is in love with lovely numbers! A positive integer  x is called lovely if and only if there is no       such positive integer  a > 1 such that  a 2 is a divisor of  x. Malek has a number store! In his store, he has only divisors of       positive integer  n (and he has all of them). As a birthday present,       Malek wants to give her a lovely number from his store. He       wants this number to be as big as possible. Malek always had issues in math, so he asked for your help.       Please tell him what is the biggest lovely number in his store.","The first and only line of input contains one integer,  n (1 ≤ n ≤ 1012).",Print the answer in one line.,"In first sample case, there are numbers 1, 2, 5 and 10 in the       shop. 10 isn't divisible by any perfect square, so 10 is lovely. In second sample case, there are numbers 1, 2, 3, 4, 6 and 12 in       the shop. 12 is divisible by 4 = 22, so 12 is not lovely, while 6 is indeed lovely."
590,"A team of furry rescue rangers was sitting idle in their hollow       tree when suddenly they received a signal of distress. In a few       moments they were ready, and the dirigible of the rescue chipmunks       hit the road. We assume that the action takes place on a Cartesian plane. The       headquarters of the rescuers is located at point (x 1, y 1), and the distress       signal came from the point (x 2, y 2). Due to Gadget's engineering talent, the rescuers' dirigible can       instantly change its current velocity and direction of movement at       any moment and as many times as needed. The only limitation is:       the speed of the aircraft relative to the air can not exceed        meters per second. Of course, Gadget is a true rescuer and wants to reach the       destination as soon as possible. The matter is complicated by the       fact that the wind is blowing in the air and it affects the       movement of the dirigible. According to the weather forecast, the       wind will be defined by the vector (v  x, v  y) for the nearest  t seconds, and then will change to (w  x, w  y). These vectors give both the direction       and velocity of the wind. Formally, if a dirigible is located at       the point (x, y),       while its own velocity relative to the air is equal to zero and       the wind (u  x, u  y) is blowing, then after        seconds the new position of the dirigible will be . Gadget is busy piloting the aircraft, so she asked Chip to       calculate how long will it take them to reach the destination if       they fly optimally. He coped with the task easily, but Dale is       convinced that Chip has given the random value, aiming only not to       lose the face in front of Gadget. Dale has asked you to find the       right answer. It is guaranteed that the speed of the wind at any moment of time       is strictly less than the maximum possible speed of the airship       relative to the air.","The first line of the input contains four integers  x 1,  y 1,  x 2,  y 2 (|x 1|,  |y 1|,  |x 2|,  |y 2| ≤ 10 000) — the       coordinates of the rescuers' headquarters and the point, where       signal of the distress came from, respectively.  The second line contains two integers        and  t (0 < v, t ≤ 1000), which       are denoting the maximum speed of the chipmunk dirigible relative       to the air and the moment of time when the wind changes according       to the weather forecast, respectively.  Next follow one per line two pairs of integer (v  x, v  y) and (w  x, w  y), describing the wind for the first          t seconds and the wind that will blow at all the       remaining time, respectively. It is guaranteed that        and .","Print a single real value — the minimum time the rescuers need to       get to point (x 2, y 2). You answer will be       considered correct if its absolute or relative error does not       exceed 10 - 6.  Namely: let's assume that your answer is  a, and the answer of the jury is  b. The checker program will consider your answer       correct, if .",
591,"The name of one small but proud corporation consists of  n lowercase English letters. The Corporation has       decided to try rebranding — an active marketing strategy, that       includes a set of measures to change either the brand (both for       the company and the goods it produces) or its components: the       name, the logo, the slogan. They decided to start with the name. For this purpose the corporation has consecutively hired  m designers. Once a company hires the  i-th designer, he immediately contributes to the       creation of a new corporation name as follows: he takes the newest       version of the name and replaces all the letters  x  i by  y  i, and all the letters  y  i by  x  i. This results in the new version. It is       possible that some of these letters do no occur in the string. It       may also happen that  x  i coincides with  y  i. The version of the name received after       the work of the last designer becomes the new name of the corporation. Manager Arkady has recently got a job in this company, but is       already soaked in the spirit of teamwork and is very worried about       the success of the rebranding. Naturally, he can't wait to find       out what is the new name the Corporation will receive. Satisfy Arkady's curiosity and tell him the final version of the name.","The first line of the input contains two integers  n and  m (1 ≤ n, m ≤ 200 000) — the       length of the initial name and the number of designers hired, respectively. The second line consists of  n lowercase English letters and represents the       original name of the corporation. Next  m lines contain the descriptions of the designers'       actions: the  i-th of them contains two space-separated       lowercase English letters  x  i and  y  i.",Print the new name of the corporation.,In the second sample the name of the corporation consecutively       changes as follows:          
592,"Ari the monster always wakes up very early with the first ray of       the sun and the first thing she does is feeding her squirrel. Ari draws a regular convex polygon on the floor and numbers it's       vertices 1, 2, ..., n in       clockwise order. Then starting from the vertex 1 she draws a ray in the direction of each       other vertex. The ray stops when it reaches a vertex or intersects       with another ray drawn before. Ari repeats this process for vertex         2, 3, ..., n (in this       particular order). And then she puts a walnut in each region       inside the polygon. Ada the squirrel wants to collect all the walnuts, but she is not       allowed to step on the lines drawn by Ari. That means Ada have to       perform a small jump if she wants to go from one region to       another. Ada can jump from one region P to another region Q if and       only if P and Q share a side or a corner. Assuming that Ada starts from outside of the picture, what is the       minimum number of jumps she has to perform in order to collect all       the walnuts?",The first and only line of the input contains a single integer          n (3 ≤ n ≤ 54321) - the number of       vertices of the regular polygon drawn by Ari.,"Print the minimum number of jumps Ada should make to collect all       the walnuts. Note, that she doesn't need to leave the       polygon after.",One of the possible solutions for the first sample is shown on       the picture above.
593,"The teacher gave Anton a large geometry homework, but he didn't       do it (as usual) as he participated in a regular round on       Codeforces. In the task he was given a set of  n lines defined by the equations  y = k  i·x + b  i. It was necessary to determine whether       there is at least one point of intersection of two of these lines,       that lays strictly inside the strip between  x 1 < x 2. In other words, is it       true that there are 1 ≤ i < j ≤ n and          x', y', such that:  You can't leave Anton in trouble, can you? Write a program that       solves the given task.","The first line of the input contains an integer  n (2 ≤ n ≤ 100 000) — the number of       lines in the task given to Anton. The second line contains       integers  x 1 and  x 2 ( - 1 000 000 ≤ x 1 < x 2 ≤ 1 000 000) defining       the strip inside which you need to find a point of intersection of       at least two lines. The following  n lines contain integers  k  i,  b  i ( - 1 000 000 ≤ k  i, b  i ≤ 1 000 000) — the descriptions of the       lines. It is guaranteed that all lines are pairwise distinct, that       is, for any two  i ≠ j it is true that either  k  i ≠ k  j, or  b  i ≠ b  j.","Print ""Yes""       (without quotes), if there is at least one intersection of two       distinct lines, located strictly inside the strip. Otherwise print         ""No"" (without quotes).","In the first sample there are intersections located on the border       of the strip, but there are no intersections located strictly       inside it."
594,"For months Maxim has been coming to work on his favorite bicycle.       And quite recently he decided that he is ready to take part in a       cyclists' competitions. He knows that this year  n competitions will take place. During the  i-th competition the participant must as quickly       as possible complete a ride along a straight line from point  s  i to point  f  i ( s  i < f  i). Measuring time is a complex process related to usage of a special       sensor and a time counter. Think of the front wheel of a bicycle       as a circle of radius  r. Let's neglect the thickness of a tire, the size       of the sensor, and all physical effects. The sensor is placed on       the rim of the wheel, that is, on some fixed point on a circle of       radius  r. After that the counter moves just like the       chosen point of the circle, i.e. moves forward and rotates around       the center of the circle. At the beginning each participant can choose any point  b  i, such that his bike is fully behind the       starting line, that is,  b  i < s  i - r. After that, he starts the       movement, instantly accelerates to his maximum speed and at time          ts  i, when the coordinate of the sensor is       equal to the coordinate of the start, the time counter starts. The       cyclist makes a complete ride, moving with his maximum speed and       at the moment the sensor's coordinate is equal to the coordinate       of the finish (moment of time  tf  i), the time counter deactivates and       records the final time. Thus, the counter records that the       participant made a complete ride in time  tf  i - ts  i. Maxim is good at math and he suspects that the total result       doesn't only depend on his maximum speed  v, but also on his choice of the initial point          b  i. Now Maxim is asking you to calculate       for each of  n competitions the minimum possible time that can       be measured by the time counter. The radius of the wheel of his       bike is equal to  r.","The first line contains three integers  n,  r and  v (1 ≤ n ≤ 100 000, 1 ≤ r, v ≤ 109) — the number of competitions,       the radius of the front wheel of Max's bike and his maximum speed,       respectively.  Next  n lines contain the descriptions of the contests.       The  i-th line contains two integers  s  i and  f  i (1 ≤ s  i < f  i ≤ 109) —       the coordinate of the start and the coordinate of the finish on       the  i-th competition.","Print  n real numbers, the  i-th number should be equal to the minimum       possible time measured by the time counter. Your answer will be       considered correct if its absolute or relative error will not       exceed 10 - 6.  Namely: let's assume that your answer equals  a, and the answer of the jury is  b. The checker program will consider your answer       correct if .",
595,"Pasha has recently bought a new phone jPager and started adding his       friends' phone numbers there. Each phone number consists of       exactly  n digits. Also Pasha has a number  k and two sequences of length  n / k ( n is divisible by  k)  a 1, a 2, ..., a  n / k and  b 1, b 2, ..., b  n / k. Let's split the phone number       into blocks of length  k. The first block will be formed by digits from       the phone number that are on positions 1, 2,...,          k, the second block will be formed by digits from       the phone number that are on positions  k + 1,  k + 2, ..., 2·k and so on. Pasha considers a       phone number good, if the          i-th block doesn't start from the digit  b  i and is divisible by  a  i if represented as an integer.  To represent the block of length  k as an integer, let's write it out as a sequence          c 1,  c 2,..., c  k. Then the integer is calculated as the       result of the expression  c 1·10 k - 1 + c 2·10 k - 2 + ... + c  k. Pasha asks you to calculate the number of good phone numbers of length          n, for the given  k,  a  i and  b  i. As this number can be too big, print it       modulo 109 + 7. ","The first line of the input contains two integers  n and  k (1 ≤ n ≤ 100 000, 1 ≤ k ≤ min(n, 9)) —       the length of all phone numbers and the length of each block,       respectively. It is guaranteed that  n is divisible by  k. The second line of the input contains  n / k space-separated positive integers —       sequence  a 1, a 2, ..., a  n / k (1 ≤ a  i < 10 k). The third line of the input contains  n / k space-separated positive integers —       sequence  b 1, b 2, ..., b  n / k (0 ≤ b  i ≤ 9). ",Print a single integer — the number of good phone numbers of       length  n modulo 109 + 7.,"In the first test sample good phone numbers are: 000000, 000098, 005600, 005698, 380000, 380098, 385600, 385698."
596,"Wilbur the pig is tinkering with arrays again. He has the array          a 1, a 2, ..., a  n initially consisting of  n zeros. At one step, he can choose any index          i and either add 1       to all elements  a  i, a  i + 1, ... , a  n or subtract 1 from all elements  a  i, a  i + 1, ..., a  n. His goal is to end up with the array          b 1, b 2, ..., b  n.  Of course, Wilbur wants to achieve this goal in the minimum       number of steps and asks you to compute this value.","The first line of the input contains a single integer  n (1 ≤ n ≤ 200 000) — the length of       the array  a  i. Initially  a  i = 0 for every position  i, so this array is not given in the input. The second line of the input contains  n integers  b 1, b 2, ..., b  n ( - 109 ≤ b  i ≤ 109).",Print the minimum number of steps that Wilbur needs to make in       order to achieve  a  i = b  i for all  i.,"In the first sample, Wilbur may successively choose indices 1, 2, 3, 4, and         5, and add 1 to corresponding suffixes. In the second sample, Wilbur first chooses indices 1 and 2 and       adds 1 to corresponding suffixes,       then he chooses index 4 and subtract         1."
597,"A restaurant received  n orders for the rental. Each rental order reserve       the restaurant for a continuous period of time, the  i-th order is characterized by two time values —       the start time  l  i and the finish time  r  i ( l  i ≤ r  i). Restaurant management can accept and reject orders. What is the       maximal number of orders the restaurant can accept? No two accepted orders can intersect, i.e. they can't share even       a moment of time. If one order ends in the moment other starts,       they can't be accepted both.",The first line contains integer number  n (1 ≤ n ≤ 5·105) — number of orders. The       following  n lines contain integer values  l  i and  r  i each (1 ≤ l  i ≤ r  i ≤ 109).,Print the maximal number of orders that can be accepted.,
598,"You are given a string  s and should process  m queries. Each query is described by two 1-based       indices  l  i,  r  i and integer  k  i. It means that you should cyclically       shift the substring  s[l  i... r  i]  k  i times. The queries should be processed       one after another in the order they are given. One operation of a cyclic shift (rotation) is equivalent to       moving the last character to the position of the first character       and shifting all other characters one position to the right. For example, if the string  s is abacaba and the query is  l 1 = 3, r 1 = 6, k 1 = 1 then the answer is         abbacaa. If after that we       would process the query  l 2 = 1, r 2 = 4, k 2 = 2 then we would get       the string baabcaa.","The first line of the input contains the string  s (1 ≤ |s| ≤ 10 000) in its initial       state, where |s| stands for       the length of  s. It contains only lowercase English letters. Second line contains a single integer  m (1 ≤ m ≤ 300) — the number of queries. The  i-th of the next  m lines contains three integers  l  i,  r  i and  k  i (1 ≤ l  i ≤ r  i ≤ |s|, 1 ≤ k  i ≤ 1 000 000) — the description of the          i-th query.",Print the resulting string  s after processing all  m queries.,The sample is described in problem statement.
599,"While Patrick was gone shopping, Spongebob decided to play a       little trick on his friend. The naughty Sponge browsed through       Patrick's personal stuff and found a sequence  a 1, a 2, ..., a  m of length  m, consisting of integers from 1 to  n, not necessarily distinct. Then he picked some       sequence  f 1, f 2, ..., f  n of length  n and for each number  a  i got number  b  i = f  a  i. To finish the prank he erased       the initial sequence  a  i. It's hard to express how sad Patrick was when he returned home       from shopping! We will just say that Spongebob immediately got       really sorry about what he has done and he is now trying to       restore the original sequence. Help him do this or determine that       this is impossible.","The first line of the input contains two integers  n and  m (1 ≤ n, m ≤ 100 000) — the       lengths of sequences  f  i and  b  i respectively. The second line contains  n integers, determining sequence  f 1, f 2, ..., f  n (1 ≤ f  i ≤ n). The last line contains  m integers, determining sequence  b 1, b 2, ..., b  m (1 ≤ b  i ≤ n).","Print ""Possible""       if there is exactly one sequence  a  i, such that  b  i = f  a  i for all  i from 1 to  m. Then print  m integers  a 1, a 2, ..., a  m. If there are multiple suitable sequences  a  i, print ""Ambiguity"". If Spongebob has made a mistake in his calculations and no       suitable sequence  a  i exists, print ""Impossible"".","In the first sample 3 is replaced       by 1 and vice versa, while 2 never changes. The answer exists and is unique. In the second sample all numbers are replaced by 1, so it is impossible to unambiguously       restore the original sequence. In the third sample  f  i ≠ 3 for all  i, so no sequence  a  i transforms into such  b  i and we can say for sure that Spongebob       has made a mistake."
600,You are given two arrays of integers  a and  b. For each element of the second array  b  j you should find the number of elements       in array  a that are less than or equal to the value  b  j.,"The first line contains two integers  n, m (1 ≤ n, m ≤ 2·105) — the sizes of arrays  a and  b. The second line contains  n integers — the elements of array  a ( - 109 ≤ a  i ≤ 109). The third line contains  m integers — the elements of array  b ( - 109 ≤ b  j ≤ 109).","Print  m integers, separated by spaces: the  j-th of which is equal to the number of such       elements in array  a that are less than or equal to the value  b  j.",
601,"A function        is called Lipschitz continuous if there is a real constant  K such that the inequality |f(x) - f(y)| ≤ K·|x - y|       holds for all .       We'll deal with a more... discrete version of this term. For an array ,       we define it's Lipschitz constant        as follows: In other words,        is the smallest non-negative integer such that |h[i] - h[j]| ≤ L·|i - j|       holds for all 1 ≤ i, j ≤ n. You are given an array        of size  n and  q queries of the form [l, r]. For each query,       consider the subarray ;       determine the sum of Lipschitz constants of all subarrays of .",The first line of the input contains two space-separated integers          n and  q (2 ≤ n ≤ 100 000 and 1 ≤ q ≤ 100) — the number of       elements in array        and the number of queries respectively. The second line contains  n space-separated integers          (). The following  q lines describe queries. The  i-th of those lines contains two space-separated       integers  l  i and  r  i (1 ≤ l  i < r  i ≤ n).,"Print the answers to all queries in the order in which they are       given in the input. For the  i-th query, print one line containing a single       integer — the sum of Lipschitz constants of all subarrays of .","In the first query of the first sample, the Lipschitz constants       of subarrays of        with length at least 2 are: The answer to the query is their sum."
602,"When Xellos was doing a practice course in university, he once       had to measure the intensity of an effect that slowly approached       equilibrium. A good way to determine the equilibrium intensity       would be choosing a sufficiently large number of consecutive data       points that seems as constant as possible and taking their       average. Of course, with the usual sizes of data, it's nothing       challenging — but why not make a similar programming contest       problem while we're at it? You're given a sequence of  n data points  a 1, ..., a  n. There aren't any big jumps between       consecutive data points — for each 1 ≤ i < n, it's       guaranteed that |a  i + 1 - a  i| ≤ 1. A range [l, r] of       data points is said to be almost       constant if the difference between the largest and the       smallest value in that range is at most 1. Formally, let  M be the maximum and  m the minimum value of  a  i for  l ≤ i ≤ r; the range [l, r] is almost constant if          M - m ≤ 1. Find the length of the longest almost constant range.","The first line of the input contains a single integer  n (2 ≤ n ≤ 100 000) — the number of       data points. The second line contains  n integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 100 000).",Print a single number — the maximum length of an almost constant       range of the given sequence.,"In the first sample, the longest almost constant range is [2, 5]; its length (the number of data       points in it) is 4. In the second sample, there are three almost constant ranges of       length 4: [1, 4], [6, 9] and [7, 10]; the only almost constant range of       the maximum length 5 is [6, 10]."
603,"As behooves any intelligent schoolboy, Kevin Sun is studying       psycowlogy, cowculus, and cryptcowgraphy at the Bovinia State       University (BGU) under Farmer Ivan. During his Mathematics of       Olympiads (MoO) class, Kevin was confronted with a weird       functional equation and needs your help. For two fixed integers          k and  p, where  p is an odd prime number, the functional equation       states that  for some function .       (This equation should hold for any integer  x in the range 0 to          p - 1, inclusive.) It turns out that  f can actually be many different functions.       Instead of finding a solution, Kevin wants you to count the number       of distinct functions  f that satisfy this equation. Since the answer may       be very large, you should print your result modulo 109 + 7.","The input consists of two space-separated integers  p and  k (3 ≤ p ≤ 1 000 000, 0 ≤ k ≤ p - 1) on a single       line. It is guaranteed that  p is an odd prime number.","Print a single integer, the number of distinct functions  f modulo 109 + 7.","In the first sample,  p = 3 and  k = 2. The following functions work: "
