id,problemText,input,output
387,"George woke up and saw the current time  s on the digital clock. Besides, George knows that       he has slept for time  t.  Help George! Write a program that will, given time  s and  t, determine the time  p when George went to bed. Note that George could       have gone to bed yesterday relatively to the current time (see the       second test sample). ","The first line contains current time  s as a string in the format ""hh:mm"". The second line       contains time  t in the format ""hh:mm"" — the duration of       George's sleep. It is guaranteed that the input contains the       correct time in the 24-hour format, that is, 00 ≤ hh ≤ 23, 00 ≤ mm ≤ 59.",In the single line print time  p — the time George went to bed in the format       similar to the format of the time in the input.,"In the first sample George went to bed at ""00:06"". Note that you should       print the time only in the format ""00:06"". That's why answers         ""0:06"",         ""00:6"" and       others will be considered incorrect.  In the second sample, George went to bed yesterday. In the third sample, George didn't do to bed at all."
388,"Fox Ciel has  n boxes in her room. They have the same size and       weight, but they might have different strength. The  i-th box can hold at most  x  i boxes on its top (we'll call  x  i the strength of the box).  Since all the boxes have the same size, Ciel cannot put more than       one box directly on the top of some box. For example, imagine Ciel       has three boxes: the first has strength 2, the second has strength       1 and the third has strength 1. She cannot put the second and the       third box simultaneously directly on the top of the first one. But       she can put the second box directly on the top of the first one,       and then the third box directly on the top of the second one. We       will call such a construction of boxes a pile. Fox Ciel wants to construct piles from all the boxes. Each pile       will contain some boxes from top to bottom, and there cannot be       more than  x  i boxes on the top of  i-th box. What is the minimal number of piles she       needs to construct?","The first line contains an integer  n (1 ≤ n ≤ 100). The next line       contains  n integers  x 1, x 2, ..., x  n (0 ≤ x  i ≤ 100).",Output a single integer — the minimal possible number of piles.,"In example 1, one optimal way is to build 2 piles: the first pile       contains boxes 1 and 3 (from top to bottom), the second pile       contains only box 2. In example 2, we can build only 1 pile that contains boxes 1, 2,       3, 4, 5 (from top to bottom)."
389,"Fox Ciel is playing a game with numbers now.  Ciel has  n positive integers:  x 1,  x 2, ...,  x  n. She can do the following operation as       many times as needed: select two different indexes  i and  j such that  x  i >  x  j hold, and then apply assignment  x  i =  x  i -  x  j. The goal is to make the sum of all       numbers as small as possible. Please help Ciel to find this minimal sum.","The first line contains an integer  n (2 ≤ n ≤ 100). Then the second line       contains  n integers:  x 1,  x 2, ...,  x  n (1 ≤ x  i ≤ 100).",Output a single integer — the required minimal sum.,"In the first example the optimal way is to do the assignment:          x 2 =  x 2 -  x 1. In the second example the optimal sequence of operations is:          x 3 =  x 3 -  x 2,  x 2 =  x 2 -  x 1."
390,"Inna loves sleeping very much, so she needs  n alarm clocks in total to wake up. Let's suppose       that Inna's room is a 100 × 100       square with the lower left corner at point (0, 0) and with the upper right corner at       point (100, 100). Then the alarm       clocks are points with integer coordinates in this square. The morning has come. All  n alarm clocks in Inna's room are ringing, so Inna       wants to turn them off. For that Inna has come up with an amusing game: Inna is very sleepy, so she wants to get through the alarm clocks       as soon as possible. Help her, find the minimum number of moves in       the game that she needs to turn off all the alarm clocks!","The first line of the input contains integer  n (1 ≤ n ≤ 105) — the number of the alarm       clocks. The next  n lines describe the clocks: the  i-th line contains two integers  x  i,  y  i — the coordinates of the  i-th alarm clock (0 ≤ x  i, y  i ≤ 100). Note that a single point in the room can contain any number of       alarm clocks and the alarm clocks can lie on the sides of the       square that represents the room.",In a single line print a single integer — the minimum number of       segments Inna will have to draw if she acts optimally.,"In the first sample, Inna first chooses type ""vertical       segments"", and then she makes segments with ends at : (0, 0), (0, 2); and, for example, (1, 0), (1, 1). If she paints horizontal segments,       she will need at least 3 segments. In the third sample it is important to note that Inna doesn't       have the right to change the type of the segments during the game.       That's why she will need 3 horizontal or 3 vertical segments to       end the game."
391," You will receive 3 points for         solving this problem. Manao is designing the genetic code for a new type of algae to       efficiently produce fuel. Specifically, Manao is focusing on a       stretch of DNA that encodes one protein. The stretch of DNA is       represented by a string containing only the characters 'A', 'T', 'G' and 'C'. Manao has determined that if the stretch of DNA contains a       maximal sequence of consecutive identical nucleotides that is of       even length, then the protein will be nonfunctional. For example,       consider a protein described by DNA string ""GTTAAAG"". It contains four       maximal sequences of consecutive identical nucleotides:         ""G"",         ""TT"",         ""AAA"", and         ""G"". The       protein is nonfunctional because sequence ""TT"" has even length. Manao is trying to obtain a functional protein from the protein       he currently has. Manao can insert additional nucleotides into the       DNA stretch. Each additional nucleotide is a character from the       set {'A', 'T', 'G', 'C'}. Manao wants to determine the       minimum number of insertions necessary to make the DNA encode a       functional protein.","The input consists of a single line, containing a string  s of length  n (1 ≤ n ≤ 100). Each character of          s will be from the set {'A', 'T', 'G', 'C'}.  This problem doesn't have         subproblems. You will get 3 points for the correct submission.","The program should print on one line a single integer       representing the minimum number of 'A', 'T', 'G', 'C' characters that are required       to be inserted into the input string in order to make all runs of       identical characters have odd length.","In the first example, it is sufficient to insert a single       nucleotide of any type between the two 'T's in the sequence to restore       the functionality of the protein."
392,"Imagine you have an infinite 2D plane with Cartesian coordinate       system. Some of the integral points are blocked, and others are       not. Two integral points  A and  B on the plane are 4-connected if and only if: Let's assume that the plane doesn't contain blocked points.       Consider all the integral points of the plane whose Euclidean       distance from the origin is no more than  n, we'll name these points special. Chubby Yang       wants to get the following property: no special point is       4-connected to some non-special point. To get the property she can       pick some integral points of the plane and make them blocked. What       is the minimum number of points she needs to pick?",The first line contains an integer  n (0 ≤ n ≤ 4·107).,Print a single integer — the minimum number of points that should       be blocked.,
393,"Alice likes word ""nineteen"" very much. She has       a string  s and wants the string to contain as many such       words as possible. For that reason she can rearrange the letters       of the string. For example, if she has string ""xiineteenppnnnewtnee"", she       can get string ""xnineteenppnineteenw"",       containing (the occurrences marked) two such words. More formally,       word ""nineteen""       occurs in the string the number of times you can read it starting       from some letter of the string. Of course, you shouldn't skip letters. Help her to find the maximum number of ""nineteen""s that she can get       in her string.","The first line contains a non-empty string  s, consisting only of lowercase English letters.       The length of string  s doesn't exceed 100.","Print a single integer — the maximum number of ""nineteen""s that she can get       in her string.",
394,"When new students come to the Specialized Educational and       Scientific Centre (SESC) they need to start many things from the       beginning. Sometimes the teachers say (not always unfairly) that       we cannot even count. So our teachers decided to teach us       arithmetics from the start. And what is the best way to teach       students add and subtract? — That's right, using counting sticks!       An here's our new task:  An expression of counting sticks is an expression of type: Sign + consists of two       crossed sticks: one vertical and one horizontal. Sign = consists of two horizontal       sticks. The expression is arithmetically correct if  A + B = C. We've got an expression that looks like  A + B = C given by counting sticks.       Our task is to shift at most one stick (or we can shift nothing)       so that the expression became arithmetically correct. Note that we       cannot remove the sticks from the expression, also we cannot shift       the sticks from the signs +       and =. We really aren't fabulous at arithmetics. Can you help us?","The single line contains the initial expression. It is guaranteed       that the expression looks like  A + B = C, where 1 ≤ A, B, C ≤ 100.","If there isn't a way to shift the stick so the expression becomes       correct, print on a single line ""Impossible"" (without the       quotes). If there is a way, print the resulting expression. Follow       the format of the output from the test samples. Don't print extra       space characters. If there are multiple correct answers, print any of them. For       clarifications, you are recommended to see the test samples.",In the first sample we can shift stick from the third group of       sticks to the first one. In the second sample we cannot shift vertical stick from + sign to the second group of       sticks. So we cannot make a - sign. There is no answer in the third sample because we cannot remove       sticks from the expression. In the forth sample the initial expression is already       arithmetically correct and that is why we don't have to shift sticks.
396,"You are given an integer  m as a product of integers  a 1, a 2, ... a  n .       Your task is to find the number of distinct decompositions of       number  m into the product of  n ordered positive integers. Decomposition into  n products, given in the input, must also be       considered in the answer. As the answer can be very large, print       it modulo 1000000007 (109 + 7).","The first line contains positive integer  n (1 ≤ n ≤ 500). The second line       contains space-separated integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 109).",In a single line print a single number  k — the number of distinct decompositions of       number  m into  n ordered multipliers modulo 1000000007 (109 + 7).,"In the second sample, the get a decomposition of number 2, you       need any one number out of three to equal 2, and the rest to equal 1. In the third sample, the possible ways of decomposing into       ordered multipliers are [7,5], [5,7], [1,35], [35,1]. A decomposition of positive integer  m into  n ordered multipliers is a cortege of positive       integers  b = {b 1, b 2, ... b  n} such that .       Two decompositions  b and  c are considered different, if there exists index          i such that  b  i ≠ c  i."
397,"Our old friend Alexey has finally entered the University of City       N — the Berland capital. Alexey expected his father to get him a       place to live in but his father said it was high time for Alexey       to practice some financial independence. So, Alexey is living in a       dorm.  The dorm has exactly one straight dryer — a 100 centimeter long rope to hang clothes       on. The dryer has got a coordinate system installed: the leftmost       end of the dryer has coordinate 0,       and the opposite end has coordinate 100. Overall, the university has  n students. Dean's office allows  i-th student to use the segment (l  i, r  i) of the dryer. However, the dean's       office actions are contradictory and now one part of the dryer can       belong to multiple students! Alexey don't like when someone touch his clothes. That's why he       want make it impossible to someone clothes touch his ones. So       Alexey wonders: what is the total length of the parts of the dryer       that he may use in a such way that clothes of the others (n - 1) students aren't drying       there. Help him! Note that Alexey, as the most respected student,       has number 1.",The first line contains a positive integer  n (1 ≤ n ≤ 100). The (i + 1)-th line contains integers          l  i and  r  i (0 ≤ l  i < r  i ≤ 100) — the endpoints of the       corresponding segment for the  i-th student.,"On a single line print a single number  k, equal to the sum of lengths of the parts of the       dryer which are inside Alexey's segment and are outside all other segments.","Note that it's not important are clothes drying on the touching       segments (e.g. (0, 1) and (1, 2)) considered to be touching or not       because you need to find the length of segments. In the first test sample Alexey may use the only segment (0, 1). In such case his clothes will not       touch clothes on the segments (1, 6)       and (2, 8). The length of segment         (0, 1) is 1. In the second test sample Alexey may dry his clothes on segments         (0, 1) and (5, 7). Overall length of these segments       is 3."
398,"User ainta loves to play with cards. He has  a cards containing letter ""o"" and  b cards containing letter ""x"". He arranges the cards in       a row, and calculates the score of the deck by the formula below. For example, if  a = 6, b = 3 and ainta have arranged the       cards in the order, that is described by string ""ooxoooxxo"", the score of the       deck equals 22 - 12 + 32 - 22 + 12 = 9. That is because the deck       has 5 blocks in total: ""oo"", ""x"", ""ooo"", ""xx"", ""o"". User ainta likes big numbers, so he wants to maximize the score       with the given cards. Help ainta make the score as big as       possible. Note, that he has to arrange all his cards.","The first line contains two space-separated integers  a and  b (0 ≤ a, b ≤ 105; a + b ≥ 1) — the       number of ""o""       cards and the number of ""x"" cards.","In the first line print a single integer  v — the maximum score that ainta can obtain. In the second line print  a + b characters describing the deck. If       the  k-th card of the deck contains ""o"", the  k-th character must be ""o"". If the  k-th card of the deck contains ""x"", the  k-th character must be ""x"". The number of         ""o"" characters       must be equal to  a, and the number of ""x "" characters must be equal       to  b. If there are many ways to maximize  v, print any. Please, do not write the %lld specifier to read or write       64-bit integers in С++. It is preferred to use the cin, cout streams or the %I64d specifier.",
399,"User ainta is making a web site. This time he is going to make a       navigation of the pages. In his site, there are  n pages numbered by integers from 1 to  n. Assume that somebody is on the  p-th page now. The navigation will look like this: When someone clicks the button ""<<"" he is redirected       to page 1, and when someone clicks       the button "">>"" he is redirected       to page  n. Of course if someone clicks on a number, he is       redirected to the corresponding page. There are some conditions in the navigation: You can see some examples of the navigations. Make a program that       prints the navigation.","The first and the only line contains three integers  n,  p,  k (3 ≤ n ≤ 100; 1 ≤ p ≤ n; 1 ≤ k ≤ n)",Print the proper navigation. Follow the format of the output from       the test samples.,
400,"There always is something to choose from! And now, instead of       ""Noughts and Crosses"", Inna choose a very unusual       upgrade of this game. The rules of the game are given below: There is one person playing the game. Before the beginning of the       game he puts 12 cards in a row on the table. Each card contains a       character: ""X"" or         ""O"". Then the       player chooses two positive integers  a and  b (a·b = 12), after that he       makes a table of size  a × b from the cards he put on the table as       follows: the first  b cards form the first row of the table, the       second  b cards form the second row of the table and so       on, the last  b cards form the last (number  a) row of the table. The player wins if some       column of the table contain characters ""X"" on all cards. Otherwise,       the player loses. Inna has already put 12 cards on the table in a row. But       unfortunately, she doesn't know what numbers  a and  b to choose. Help her win the game: print to her       all the possible ways of numbers  a, b that she can choose and win.","The first line of the input contains integer  t (1 ≤ t ≤ 100). This value shows the       number of sets of test data in the input. Next follows the       description of each of the  t tests on a separate line. The description of each test is a string consisting of 12       characters, each character is either ""X"", or ""O"". The  i-th character of the string shows the character       that is written on the  i-th card from the start.","For each test, print the answer to the test on a single line. The       first number in the line must represent the number of distinct       ways to choose the pair  a, b. Next, print on this line the pairs in       the format   ax b. Print the pairs in the order of       increasing first parameter ( a). Separate the pairs in the line by whitespaces.",
401,"Vanya loves playing. He even has a special set of cards to play       with. Each card has a single integer. The number on the card can       be positive, negative and can even be equal to zero. The only       limit is, the number on each card doesn't exceed  x in the absolute value. Natasha doesn't like when Vanya spends a long time playing, so       she hid all of his cards. Vanya became sad and started looking for       the cards but he only found  n of them. Vanya loves the balance, so he wants       the sum of all numbers on found cards equal to zero. On the other       hand, he got very tired of looking for cards. Help the boy and say       what is the minimum number of cards does he need to find to make       the sum equal to zero? You can assume that initially Vanya had infinitely many cards       with each integer number from  - x to  x.  ",The first line contains two integers:  n (1 ≤ n ≤ 1000) — the number of       found cards and  x (1 ≤ x ≤ 1000) — the maximum       absolute value of the number on a card. The second line contains          n space-separated integers — the numbers on found       cards. It is guaranteed that the numbers do not exceed  x in their absolute value.,Print a single number — the answer to the problem.,"In the first sample, Vanya needs to find a single card with       number -2. In the second sample, Vanya needs to find two cards with number       2. He can't find a single card with the required number as the       numbers on the lost cards do not exceed 3 in their absolute value."
402,"You have  a nuts and lots of boxes. The boxes have a       wonderful feature: if you put  x (x ≥ 0)       divisors (the spacial bars that can divide a box) to it, you get a       box, divided into  x + 1 sections. You are minimalist. Therefore, on the one hand, you are against       dividing some box into more than  k sections. On the other hand, you are against       putting more than  v nuts into some section of the box. What is the       minimum number of boxes you have to use if you want to put all the       nuts in boxes, and you have  b divisors? Please note that you need to minimize the number of used boxes,       not sections. You do not have to minimize the number of used divisors.","The first line contains four space-separated integers  k,  a,  b,  v (2 ≤ k ≤ 1000; 1 ≤ a, b, v ≤ 1000) —       the maximum number of sections in the box, the number of nuts, the       number of divisors and the capacity of each section of the box.",Print a single integer — the answer to the problem.,In the first sample you can act like this:  In the end we've put all the ten nuts into boxes. The second sample is different as we have exactly one divisor and       we put it to the first box. The next two boxes will have one       section each.
403,"Let's call an undirected graph of  n vertices   p-interesting, if the following       conditions fulfill:  A subgraph of a graph is       some set of the graph vertices and some set of the graph edges. At       that, the set of edges must meet the condition: both ends of each       edge from the set must belong to the chosen set of vertices.  Your task is to find a   p-interesting graph consisting of  n vertices.","The first line contains a single integer  t (1 ≤ t ≤ 5)       — the number of tests in the input. Next  t lines each contains two space-separated       integers:  n,  p (5 ≤ n ≤ 24;  p ≥ 0; )       — the number of vertices in the graph and the interest value for       the appropriate test.  It is guaranteed that the required graph exists.","For each of the  t tests print 2n + p lines containing the       description of the edges of a   p-interesting graph: the  i-th line must contain two space-separated       integers  a  i, b  i (1 ≤ a  i, b  i ≤ n; a  i ≠ b  i) — two vertices, connected by an edge in       the resulting graph. Consider the graph vertices numbered with       integers from 1 to  n.  Print the answers to the tests in the order the tests occur in       the input. If there are multiple solutions, you can print any of them.",
404,"Valera is a little boy. Yesterday he got a huge Math hometask at       school, so Valera didn't have enough time to properly learn the       English alphabet for his English lesson. Unfortunately, the       English teacher decided to have a test on alphabet today. At the       test Valera got a square piece of squared paper. The length of the       side equals  n squares ( n is an odd number) and each unit square contains       some small letter of the English alphabet. Valera needs to know if the letters written on the square piece       of paper form letter ""X"". Valera's teacher thinks       that the letters on the piece of paper form an ""X"", if: Help Valera, write the program that completes the described task       for him.",The first line contains integer  n (3 ≤ n < 300;  n is odd). Each of the next  n lines contains  n small English letters — the description of       Valera's paper.,"Print string ""YES"", if the letters on the       paper form letter ""X"". Otherwise, print string         ""NO"". Print the       strings without quotes.",
405,"Little Chris is bored during his physics lessons (too easy), so       he has built a toy box to keep himself occupied. The box is       special, since it has the ability to change gravity. There are  n columns of toy cubes in the box arranged in a       line. The  i-th column contains  a  i cubes. At first, the gravity in the box       is pulling the cubes downwards. When Chris switches the gravity,       it begins to pull all the cubes to the right side of the box. The       figure shows the initial and final configurations of the cubes in       the box: the cubes that have changed their position are       highlighted with orange. Given the initial configuration of the toy cubes in the box, find       the amounts of cubes in each of the  n columns after the gravity switch!","The first line of input contains an integer  n (1 ≤ n ≤ 100), the number of the       columns in the box. The next line contains  n space-separated integer numbers. The  i-th number  a  i (1 ≤ a  i ≤ 100) denotes the number of cubes in       the  i-th column.","Output  n integer numbers separated by spaces, where the          i-th number is the amount of cubes in the  i-th column after the gravity switch.",The first example case is shown on the figure. The top cube of       the first column falls to the top of the last column; the top cube       of the second column falls to the top of the third column; the       middle cube of the first column falls to the top of the second column. In the second example case the gravity switch does not change the       heights of the columns.
407,"There is a right triangle with legs of length  a and  b. Your task is to determine whether it is       possible to locate the triangle on the plane in such a way that       none of its sides is parallel to the coordinate axes. All the       vertices must have integer coordinates. If there exists such a       location, you have to output the appropriate coordinates of vertices.","The first line contains two integers  a, b (1 ≤ a, b ≤ 1000), separated       by a single space.","In the first line print either ""YES"" or ""NO"" (without the quotes)       depending on whether the required location exists. If it does,       print in the next three lines three pairs of integers — the       coordinates of the triangle vertices, one pair per line. The       coordinates must be integers, not exceeding 109 in       their absolute value.",
408,"Little Vasya went to the supermarket to get some groceries. He       walked about the supermarket for a long time and got a basket full       of products. Now he needs to choose the cashier to pay for the products. There are  n cashiers at the exit from the supermarket. At       the moment the queue for the  i-th cashier already has  k  i people. The  j-th person standing in the queue to the  i-th cashier has  m  i, j items in the basket. Vasya       knows that: Of course, Vasya wants to select a queue so that he can leave the       supermarket as soon as possible. Help him write a program that       displays the minimum number of seconds after which Vasya can get       to one of the cashiers.","The first line contains integer  n (1 ≤ n ≤ 100) — the number of cashes       in the shop. The second line contains  n space-separated integers:  k 1, k 2, ..., k  n (1 ≤ k  i ≤ 100), where  k  i is the number of people in the queue to       the  i-th cashier. The  i-th of the next  n lines contains  k  i space-separated integers:  m  i, 1, m  i, 2, ..., m  i, k  i (1 ≤ m  i, j ≤ 100) — the number of       products the  j-th person in the queue for the  i-th cash has.",Print a single integer — the minimum number of seconds Vasya       needs to get to the cashier.,"In the second test sample, if Vasya goes to the first queue, he       gets to the cashier in 100·5 + 15 = 515 seconds. But if he       chooses the second queue, he will need 1·5 + 2·5 + 2·5 + 3·5 + 4·15 = 100       seconds. He will need 1·5 + 9·5 + 1·5 + 3·15 = 100 seconds for       the third one and 7·5 + 8·5 + 2·15 = 105 seconds for the       fourth one. Thus, Vasya gets to the cashier quicker if he chooses       the second or the third queue."
409,Two teams meet in The Game World Championship. Some scientists       consider this game to be the most intellectually challenging game       in the world. You are given two strings describing the teams'       actions in the final battle. Figure out who became the champion.,"The input contains two strings of equal length (between 2 and 20       characters, inclusive). Each line describes the actions of one team.","Output ""TEAM 1       WINS"" if the first team won, ""TEAM 2 WINS"" if the second       team won, and ""TIE"" if there was a tie.",
411,"You have probably registered on Internet sites many times. And       each time you should enter your invented password. Usually the       registration form automatically checks the password's crypt       resistance. If the user's password isn't complex enough, a message       is displayed. Today your task is to implement such an automatic check. Web-developers of the company Q assume that a password is complex       enough, if it meets all of the following conditions: You are given a password. Please implement the automatic check of       its complexity for company Q.","The first line contains a non-empty sequence of characters (at       most 100 characters). Each character       is either a large English letter, or a small English letter, or a       digit, or one of characters: ""!"", ""?"", ""."", "","", ""_"".","If the password is complex enough, print message ""Correct"" (without the       quotes), otherwise print message ""Too weak"" (without the quotes).",
412,"The R1 company has recently bought a high rise building in the       centre of Moscow for its main office. It's time to decorate the       new office, and the first thing to do is to write the company's       slogan above the main entrance to the building. The slogan of the company consists of  n characters, so the decorators hung a large       banner,  n meters wide and 1       meter high, divided into  n equal squares. The first character of the slogan       must be in the first square (the leftmost) of the poster, the       second character must be in the second square, and so on. Of course, the R1 programmers want to write the slogan on the       poster themselves. To do this, they have a large (and a very       heavy) ladder which was put exactly opposite the  k-th square of the poster. To draw the  i-th character of the slogan on the poster, you       need to climb the ladder, standing in front of the  i-th square of the poster. This action (along with       climbing up and down the ladder) takes one hour for a painter. The       painter is not allowed to draw characters in the adjacent squares       when the ladder is in front of the  i-th square because the uncomfortable position of       the ladder may make the characters untidy. Besides, the       programmers can move the ladder. In one hour, they can move the       ladder either a meter to the right or a meter to the left. Drawing characters and moving the ladder is very tiring, so the       programmers want to finish the job in as little time as possible.       Develop for them an optimal poster painting plan!","The first line contains two integers,  n and  k (1 ≤ k ≤ n ≤ 100) — the       number of characters in the slogan and the initial position of the       ladder, correspondingly. The next line contains the slogan as          n characters written without spaces. Each       character of the slogan is either a large English letter, or       digit, or one of the characters: '.', '!', ',', '?'.","In  t lines, print the actions the programmers need to       make. In the  i-th line print: The painting time (variable  t) must be minimum possible. If there are multiple       optimal painting plans, you can print any of them.","Note that the ladder cannot be shifted by less than one meter.       The ladder can only stand in front of some square of the poster.       For example, you cannot shift a ladder by half a meter and       position it between two squares. Then go up and paint the first       character and the second character."
413,"Not so long ago company R2 bought company R1 and consequently,       all its developments in the field of multicore processors. Now the       R2 laboratory is testing one of the R1 processors. The testing goes in  n steps, at each step the processor gets some       instructions, and then its temperature is measured. The head       engineer in R2 is keeping a report record on the work of the       processor: he writes down the minimum and the maximum measured       temperature in his notebook. His assistant had to write down all       temperatures into his notebook, but (for unknown reasons) he       recorded only  m. The next day, the engineer's assistant filed in a report with all       the  m temperatures. However, the chief engineer doubts       that the assistant wrote down everything correctly (naturally, the       chief engineer doesn't doubt his notes). So he asked you to help       him. Given numbers  n,  m,  min,  max and the list of  m temperatures determine whether you can upgrade       the set of  m temperatures to the set of  n temperatures (that is add  n - m temperatures), so that the minimum       temperature was  min and the maximum one was  max.","The first line contains four integers  n, m, min, max (1 ≤ m < n ≤ 100; 1 ≤ min < max ≤ 100).       The second line contains  m space-separated integers  t  i (1 ≤ t  i ≤ 100) — the temperatures reported by       the assistant. Note, that the reported temperatures, and the temperatures you       want to add can contain equal temperatures.","If the data is consistent, print 'Correct' (without the quotes).       Otherwise, print 'Incorrect' (without the quotes).","In the first test sample one of the possible initial       configurations of temperatures is [1, 2]. In the second test sample one of the possible initial       configurations of temperatures is [2, 1, 3]. In the third test sample it is impossible to add one temperature       to obtain the minimum equal to 1 and the maximum equal to 3."
414,"It's holiday. Mashmokh and his boss, Bimokh, are playing a game       invented by Mashmokh.  In this game Mashmokh writes sequence of  n distinct integers on the board. Then Bimokh       makes several (possibly zero) moves. On the first move he removes       the first and the second integer from from the board, on the       second move he removes the first and the second integer of the       remaining sequence from the board, and so on. Bimokh stops when       the board contains less than two numbers. When Bimokh removes       numbers  x and  y from the board, he gets  gcd(x, y) points. At the beginning       of the game Bimokh has zero points. Mashmokh wants to win in the game. For this reason he wants his       boss to get exactly  k points in total. But the guy doesn't know how       choose the initial sequence in the right way.  Please, help him. Find  n distinct integers  a 1, a 2, ..., a  n such that his boss will score exactly          k points. Also Mashmokh can't memorize too huge       numbers. Therefore each of these integers must be at most 109.","The first line of input contains two space-separated integers          n, k (1 ≤ n ≤ 105; 0 ≤ k ≤ 108).","If such sequence doesn't exist output -1 otherwise output  n distinct space-separated integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 109).","  gcd(x, y) is greatest common divisor       of  x and  y."
415,"Mashmokh works in a factory. At the end of each day he must turn       off all of the lights.  The lights on the factory are indexed from 1 to  n. There are  n buttons in Mashmokh's room indexed from 1 to  n as well. If Mashmokh pushes button with index          i, then each light with index not less than  i that is still turned on turns off. Mashmokh is not very clever. So instead of pushing the first       button he pushes some of the buttons randomly each night. He       pushed  m distinct buttons  b 1, b 2, ..., b  m (the buttons were pushed consecutively       in the given order) this night. Now he wants to know for each       light the index of the button that turned this light off. Please       note that the index of button  b  i is actually  b  i, not  i. Please, help Mashmokh, print these indices.","The first line of the input contains two space-separated integers          n and  m (1 ≤ n, m ≤ 100), the number       of the factory lights and the pushed buttons respectively. The       next line contains  m distinct space-separated integers  b 1, b 2, ..., b  m (1 ≤ b  i ≤ n). It is guaranteed that all lights will be turned off after pushing       all buttons.",Output  n space-separated integers where the  i-th number is index of the button that turns the          i-th light off.,"In the first sample, after pressing button number 4, lights 4 and       5 are turned off and lights 1, 2 and 3 are still on. Then after       pressing button number 3, light number 3 is turned off as well.       Pressing button number 1 turns off lights number 1 and 2 as well       so pressing button number 2 in the end has no effect. Thus button       number 4 turned lights 4 and 5 off, button number 3 turned light 3       off and button number 1 turned light 1 and 2 off."
416,"A TV show called ""Guess a number!"" is gathering       popularity. The whole Berland, the old and the young, are watching       the show. The rules are simple. The host thinks of an integer  y and the participants guess it by asking       questions to the host. There are four types of acceptable questions: On each question the host answers truthfully, ""yes"" or ""no"". Given the sequence of questions and answers, find any integer       value of  y that meets the criteria of all answers. If there       isn't such value, print ""Impossible"".","The first line of the input contains a single integer  n (1 ≤ n ≤ 10000) — the number of       questions (and answers). Next  n lines each contain one question and one answer       to it. The format of each line is like that: ""sign x answer"", where the         sign is: All values of  x are integer and meet the inequation  - 109 ≤ x ≤ 109. The answer is an English letter         ""Y"" (for       ""yes"") or ""N"" (for ""no""). Consequtive elements in lines are separated by a single space.","Print any of such integers  y, that the answers to all the queries are       correct. The printed number  y must meet the inequation  - 2·109 ≤ y ≤ 2·109. If there are many answers,       print any of them. If such value doesn't exist, print word         ""Impossible""       (without the quotes).",
417,"The finalists of the ""Russian Code Cup"" competition in       2214 will be the participants who win in one of the elimination rounds. The elimination rounds are divided into main and additional. Each       of the main elimination rounds consists of  c problems, the winners of the round are the first          n people in the rating list. Each of the       additional elimination rounds consists of  d problems. The winner of the additional round is       one person. Besides,  k winners of the past finals are invited to the       finals without elimination. As a result of all elimination rounds at least  n·m people should go to the finals. You       need to organize elimination rounds in such a way, that at least          n·m people go to the finals, and the total       amount of used problems in all rounds is as small as possible.","The first line contains two integers  c and  d (1 ≤ c, d ≤ 100) — the number       of problems in the main and additional rounds, correspondingly.       The second line contains two integers  n and  m (1 ≤ n, m ≤ 100). Finally,       the third line contains an integer  k (1 ≤ k ≤ 100) — the number of the       pre-chosen winners. ","In the first line, print a single integer — the minimum number of       problems the jury needs to prepare.",
418,"One day, at the ""Russian Code Cup"" event it was decided       to play football as an out of competition event. All participants       was divided into  n teams and played several matches, two teams       could not play against each other more than once. The appointed Judge was the most experienced member — Pavel. But       since he was the wisest of all, he soon got bored of the game and       fell asleep. Waking up, he discovered that the tournament is over       and the teams want to know the results of all the matches. Pavel didn't want anyone to discover about him sleeping and not       keeping an eye on the results, so he decided to recover the       results of all games. To do this, he asked all the teams and       learned that the real winner was friendship, that is, each team       beat the other teams exactly  k times. Help Pavel come up with chronology of the       tournir that meets all the conditions, or otherwise report that       there is no such table.","The first line contains two integers —  n and  k (1 ≤ n, k ≤ 1000).","In the first line print an integer  m — number of the played games. The following          m lines should contain the information about all       the matches, one match per line. The  i-th line should contain two integers  a  i and  b  i (1 ≤ a  i, b  i ≤ n;  a  i ≠ b  i). The numbers  a  i and  b  i mean, that in the  i-th match the team with number  a  i won against the team with number  b  i. You can assume, that the teams are       numbered from 1 to  n. If a tournir that meets the conditions of the problem does not       exist, then print -1.",
